,geolocation_zip_code_prefix,latitude,longitude
983876,5455,-23.53689213711117,-46.71311138051819
983938,5445,-23.550651,-46.69978398499636
984114,5408,-23.556999793029437,-46.68046620971136
984162,5436,-23.55264510214089,-46.68261304677127
984422,5402,-23.5708425,-46.69058249999999
984571,5451,-23.54341626908212,-46.70487563352314
984577,5421,-23.56624626391797,-46.691201878348586
984607,5425,-23.5738028351319,-46.697703244792
984763,5404,-23.559967016100156,-46.67722842270184
985024,5401,-23.55739051180099,-46.666407902995
985029,5446,-23.555053215650084,-46.70007390714994
985160,5437,-23.544238839886454,-46.693844660113534
985334,5407,-23.55516971681634,-46.677587386498686
985373,5420,-23.56863061143172,-46.68800590729417
985497,5439,-23.548994424086825,-46.68943299861501
985795,5403,-23.558513725146803,-46.66867985497065
986171,5454,-23.544101999999945,-46.710331999999966
987759,5453,-23.5440169000808,-46.70861600652086
987839,5440,-23.5464903075192,-46.69229742991519
987906,5444,-23.55942118013154,-46.69470546878061
988546,5463,-23.555979072998984,-46.709432423538566
988557,5460,-23.54812439845289,-46.71369280353188
989846,5447,-23.5473975,-46.69812900000001
990905,5464,-23.54955593311784,-46.715031449910505
1031827,5567,-23.59055298873849,-46.79112845695723
1031834,5572,-23.59688585429047,-46.79431020843671
1031841,5550,-23.57963153482605,-46.78179246058631
1031842,5574,-23.59058228102083,-46.80236036310327
1031850,5577,-23.583555000000004,-46.77799049999999
1031865,5549,-23.5978152850424,-46.76950914723872
1031888,5531,-23.579596636389063,-46.72093576368553
1031890,5564,-23.587690600323224,-46.76379986747644
1031892,5542,-23.58677108062952,-46.7489837393856
1031901,5588,-23.575745041924048,-46.74085825118136
1031910,5516,-23.58346066768886,-46.71710992072576
1031916,5528,-23.593395634841325,-46.757875363396
1031930,5527,-23.599359778336243,-46.751214070160025
1031933,5583,-23.58246586372554,-46.78823345282468
1031944,5595,-23.58085566165113,-46.742443261595774
1031947,5514,-23.578102782942764,-46.71391288837818
1031948,5545,-23.58503018235324,-46.76811552997861
1031950,5520,-23.59688063696695,-46.74000761824105
1031955,5551,-23.58872637468981,-46.761684381066445
1031959,5586,-23.569667999999997,-46.72728099610486
1031970,5539,-23.57898282209016,-46.72990411864508
1031976,5508,-23.557510348093,-46.71974431708465
1031988,5544,-23.59363985658718,-46.76698940644304
1031999,5533,-23.58486957646144,-46.72851983611286
1032019,5596,-23.581213700530878,-46.74534960006341
1032037,5590,-23.57467050043269,-46.73328224562872
1032066,5502,-23.56008608167925,-46.71047525263197
1032067,5594,-23.582604528253924,-46.73785580900351
1032083,5587,-23.570940477667424,-46.73152324285876
1032103,5547,-23.59582246486437,-46.77691311261302
1032132,5521,-23.59057842687693,-46.73025262384717
1032159,5541,-23.588181691095816,-46.74083315667377
1032195,5565,-23.59644437191985,-46.79121164599798
1032234,5512,-23.57604854954123,-46.70754877782905
1032236,5571,-23.592660045242067,-46.79704030919264
1032241,5570,-23.604797426629368,-46.79999080910488
1032260,5580,-23.573623473772287,-46.717553378296486
1032267,5529,-23.593620614490145,-46.751742114634375
1032306,5592,-23.57826825950718,-46.73747020552253
1032481,5518,-23.5853717854938,-46.72678427084702
1032483,5591,-23.580017474897463,-46.73346263336026
1032492,5585,-23.57140886436588,-46.7231344893269
1032493,5584,-23.578618830140236,-46.790503354982974
1032502,5537,-23.58374909221269,-46.73472062372479
1032522,5524,-23.595176189566608,-46.74183651471519
1032524,5540,-23.57400655427309,-46.720930924779296
1032554,5576,-23.587340805153268,-46.79203581141435
1032560,5535,-23.582197298920867,-46.73189179808415
1032604,5519,-23.590964451843732,-46.73175016042469
1032605,5523,-23.592829588954924,-46.739791172918174
1032640,5509,-23.562216618096823,-46.7119814089676
1032646,5536,-23.590006910352585,-46.73789099999999
1032846,5582,-23.57131892775124,-46.72031084773733
1032887,5522,-23.591530822926867,-46.73618746947312
1032999,5543,-23.58704839355993,-46.75402490951587
1033023,5581,-23.57324153263301,-46.72474234096028
1033213,5579,-23.57017137445925,-46.71274395743208
1033270,5593,-23.58221681793522,-46.73608281655024
1033285,5568,-23.59163977629982,-46.78520787163138
1033305,5525,-23.604413427145243,-46.74862600833853
1033338,5515,-23.57945781043339,-46.71400648196659
1033347,5546,-23.585502887773785,-46.76862598648292
1033745,5511,-23.577479401898472,-46.70843940550515
1033758,5560,-23.58950069969416,-46.780201849702834
1033918,5510,-23.570780353597986,-46.70900620814825
1033942,5503,-23.571084458220376,-46.70899251887011
1034165,5569,-23.59961175437128,-46.791615709129225
1034377,5501,-23.570563118857315,-46.70599888994074
1035069,5589,-23.576941938109503,-46.73865149376758
1036297,5573,-23.585263747250234,-46.74059246298307
1043125,5538,-23.58850449640871,-46.73786979587248
1057867,5692,-23.62047776741303,-46.70489431888749
1057868,5641,-23.61998302859364,-46.7373371441803
1057883,5618,-23.59056041548848,-46.7238383798257
1057888,5617,-23.59021834107512,-46.71979531644974
1057897,5630,-23.612802338882805,-46.73931060061168
1057908,5628,-23.60207000138498,-46.73361059394657
1057911,5657,-23.616370204830044,-46.71383076242137
1057929,5639,-23.60949202553521,-46.73801204440535
1057938,5676,-23.59906476602805,-46.697072825148574
1057939,5640,-23.62705347737897,-46.73637582569683
1057950,5659,-23.611209653067107,-46.72386238343238
1057954,5685,-23.60842233527613,-46.70497567929482
1057955,5625,-23.591119945322877,-46.72995539425242
1057984,5616,-23.587259951151253,-46.71949672370017
1057999,5690,-23.616055676928895,-46.70422184831788
1058000,5642,-23.623916838161666,-46.73498586969815
1058009,5688,-23.60666796364473,-46.70928249512391
1058014,5633,-23.59958030169083,-46.74046628296493
1058021,5634,-23.608349214265107,-46.73536441534424
1058034,5614,-23.59777282070517,-46.710443383432384
1058035,5655,-23.60806732113787,-46.718701429078486
1058036,5683,-23.60610210574757,-46.7083044806972
1058124,5662,-23.61064963113856,-46.72621973397196
1058130,5615,-23.58732199832657,-46.71691465762608
1058165,5638,-23.60919423980033,-46.73799176019966
1058168,5687,-23.608949227595318,-46.708805158203
1058174,5609,-23.581488112890288,-46.70849486306929
1058197,5606,-23.580136739556888,-46.705851370902906
1058210,5679,-23.604323951151244,-46.70316316861901
1058216,5665,-23.620065111486976,-46.72171512353275
1058226,5619,-23.59238763558197,-46.72709256119799
1058238,5661,-23.60546929858597,-46.727104177147545
1058264,5632,-23.59978147599399,-46.73530029378497
1058282,5621,-23.599606714409337,-46.72349637578634
1058295,5663,-23.61480283970115,-46.72500444268959
1058303,5613,-23.592711750764604,-46.71157660283338
1058404,5658,-23.604142379681463,-46.72178356134224
1058485,5622,-23.60455308964741,-46.72609100389514
1058500,5686,-23.61757125930447,-46.702606644078834
1058524,5664,-23.618132672313376,-46.72177930549046
1058570,5684,-23.606085782107137,-46.70428514925532
1058756,5675,-23.59843345628714,-46.70202363820769
1058837,5635,-23.60249061692268,-46.73494686961094
1058970,5624,-23.59456298473655,-46.72783455314792
1058989,5612,-23.59296483014024,-46.708553808759945
1059061,5627,-23.594741497085806,-46.73237259103238
1059140,5678,-23.59750476890589,-46.70475611001847
1059477,5626,-23.594595674158928,-46.735441522621045
1059581,5623,-23.59636116180968,-46.72563467638062
1059603,5629,-23.60319871106246,-46.73059743228114
1059694,5653,-23.601163117404337,-46.71666863849615
1060005,5652,-23.59929133142825,-46.71701511427991
1060314,5656,-23.611716293640733,-46.71837571510184
1061224,5673,-23.588579923394327,-46.69830999610485
1061805,5611,-23.585546904841717,-46.71315652430382
1062516,5601,-23.577803895089144,-46.70280207602874
1063900,5650,-23.532815965029712,-46.705201805441725
1077524,5782,-23.652801714124177,-46.7682836429379
1077555,5783,-23.644685514570952,-46.76780445920133
1077567,5761,-23.63460336663973,-46.76865204717532
1077576,5778,-23.64054058006812,-46.75217512101102
1077588,5741,-23.61182165306711,-46.74705040161001
1077591,5756,-23.622378899038896,-46.756199559667984
1077610,5726,-23.624782532892816,-46.7403537732414
1077629,5735,-23.626261393559933,-46.75142152553522
1077635,5794,-23.641839534826047,-46.7689405649489
1077640,5724,-23.63073693828196,-46.73651846084102
1077653,5758,-23.63034221648905,-46.76340286711479
1077658,5765,-23.630345417425414,-46.75497560051969
1077672,5785,-23.62183552039933,-46.76420516111718
1077697,5734,-23.62615314929649,-46.74691974117254
1077718,5705,-23.625482259507177,-46.7214808148768
1077728,5777,-23.64848693357811,-46.75818167444609
1077743,5717,-23.63556170468581,-46.73325836124404
1077772,5759,-23.629928113512143,-46.76822668944287
1077773,5728,-23.63280320739602,-46.739237617304966
1077778,5715,-23.62885516348312,-46.731968359714834
1077804,5767,-23.63133471752179,-46.75945889273972
1077847,5736,-23.634612720925688,-46.74535251697112
1077871,5763,-23.642000682560305,-46.760385963274885
1077881,5773,-23.6322501723814,-46.75266983686787
1077890,5750,-23.615668163194663,-46.74667825812221
1077957,5796,-23.65011090146578,-46.77797782791854
1077968,5792,-23.64005026311385,-46.77842218067981
1078002,5757,-23.622520976686477,-46.76073299999999
1078007,5793,-23.63927121218814,-46.77614997992145
1078013,5709,-23.6189692262171,-46.7407723878376
1078115,5787,-23.61730114552545,-46.75773107172503
1078127,5752,-23.61873040773737,-46.75077995539718
1078173,5707,-23.64358026840783,-46.73208462230973
1078179,5790,-23.63932372522937,-46.78276059922671
1078221,5754,-23.61935913765944,-46.75424524187779
1078236,5711,-23.611497852617035,-46.74395092907849
1078259,5704,-23.62882679156327,-46.71923267485142
1078323,5716,-23.632319957479847,-46.73365392913309
1078343,5729,-23.63329280322003,-46.73784151540766
1078382,5784,-23.61897561587513,-46.761405322926855
1078465,5791,-23.64976236303304,-46.782368874545575
1078497,5797,-23.657046684430707,-46.77487448320736
1078548,5749,-23.62113416985977,-46.74593826755724
1078587,5781,-23.653133822090147,-46.76031588842404
1078686,5776,-23.63513850513589,-46.74873850943505
1078770,5713,-23.62510448987245,-46.72835260796926
1078885,5712,-23.621218014623533,-46.730938112555634
1079001,5727,-23.625590333054426,-46.73905080544173
1079025,5788,-23.633982471002327,-46.77712236663973
1079071,5775,-23.63536464723873,-46.756094207600015
1079079,5774,-23.63104970774424,-46.75049532722605
1079226,5780,-23.64789179932489,-46.75019352276526
1079228,5760,-23.63275291840267,-46.7664793477696
1079334,5795,-23.647126672773947,-46.77838211463436
1079428,5706,-23.63354212101101,-46.7242709089676
1079430,5730,-23.633964565641403,-46.74107526602805
1079616,5798,-23.65935571412088,-46.76962645115125
1079689,5789,-23.656650160424697,-46.77635938288413
1080048,5725,-23.624707452680465,-46.734780494171616
1080107,5723,-23.64118724923539,-46.7311988716314
1080377,5772,-23.63772854593455,-46.75823555759132
1080654,5762,-23.642055128786254,-46.76451918240224
1080714,5731,-23.63933091257429,-46.74136005926474
1080833,5786,-23.636521320012687,-46.77320758159732
1082805,5766,-23.630734792111525,-46.75447497169482
1087113,5755,-23.61886828642737,-46.75733442117264
1092990,5745,-23.61484848232039,-46.75224765726245
1096627,5710,-23.608188,-46.74558149999999
1130538,5857,-23.65656157967509,-46.77925716266672
1130549,5820,-23.66788559645675,-46.74222196488547
1130554,5821,-23.666423029141896,-46.75327763128279
1130559,5893,-23.658173099178697,-46.79023746675085
1130573,5819,-23.66429284762538,-46.73636514418031
1130579,5878,-23.690357821541895,-46.787174842633725
1130585,5801,-23.64640934471119,-46.734035752149566
1130588,5815,-23.66038744517864,-46.73521357245073
1130595,5882,-23.683086209273448,-46.78696567415893
1130615,5847,-23.653066023313517,-46.74602714141034
1130627,5835,-23.65313653566277,-46.75922277560735
1130644,5851,-23.664030171244736,-46.75469776617227
1130646,5833,-23.67089250180615,-46.76035586712516
1130651,5883,-23.67757760408092,-46.7784201147977
1130655,5813,-23.6563369483522,-46.73044073141923
1130680,5874,-23.69891158312654,-46.78192879600666
1130683,5842,-23.64926293144441,-46.74191755176293
1130693,5877,-23.68901505107045,-46.7921220298344
1130712,5818,-23.66530789869583,-46.72985416250216
1130720,5805,-23.651355387214583,-46.733743760102726
1130732,5876,-23.699380666553203,-46.79162868370724
1130734,5885,-23.680098,-46.78833855164511
1130754,5872,-23.68833599639332,-46.77583654010618
1130757,5886,-23.679010904807125,-46.79185744851908
1130763,5854,-23.6614322514571,-46.76008267929481
1130768,5884,-23.6728955589763,-46.77665233389114
1130774,5843,-23.650484175688145,-46.73618254579033
1130778,5856,-23.652995112960937,-46.78211825214959
1130802,5863,-23.67604623980033,-46.76574141618096
1130822,5858,-23.66680329236412,-46.78338322207837
1130847,5845,-23.654069004991666,-46.74337428420569
1130848,5849,-23.651114842510157,-46.75521082321932
1130858,5814,-23.66028776380634,-46.7316963702464
1130862,5879,-23.68640097530149,-46.79388410713256
1130868,5822,-23.663992138496155,-46.75249755467712
1130871,5816,-23.6652365276127,-46.73926853941369
1130876,5832,-23.67562886594724,-46.750540337497824
1130884,5853,-23.66138798473656,-46.75169947238731
1130898,5894,-23.651715093143583,-46.787411725868246
1130906,5836,-23.648531532056097,-46.7353188702464
1130908,5873,-23.68924295245188,-46.77704194190851
1130913,5870,-23.678278009435065,-46.77417885290551
1130938,5830,-23.667495097697493,-46.74613564946042
1130946,5881,-23.68415988120569,-46.78090967042456
1130957,5841,-23.648081175688144,-46.74195780030584
1130960,5866,-23.678013792948253,-46.767386058428045
1130977,5852,-23.66869027477061,-46.75727635567546
1130981,5846,-23.65931721291569,-46.74501784139144
1130990,5860,-23.664613967185403,-46.76746998305712
1131039,5890,-23.66734335045476,-46.78750322877922
1131049,5892,-23.66130574219674,-46.78506411329512
1131053,5844,-23.654232282820697,-46.73677309838999
1131107,5812,-23.657102948092827,-46.73313710866176
1131113,5855,-23.66194585928213,-46.76384176158465
1131118,5868,-23.660562499307517,-46.7754027171793
1131215,5848,-23.65685448590773,-46.75778197836609
1131237,5880,-23.687235450458758,-46.79042453427781
1131279,5859,-23.66710446211552,-46.76940816694557
1131328,5887,-23.679122060505502,-46.79956128420569
1131367,5871,-23.68363258006812,-46.77071537246812
1131385,5889,-23.668034915001563,-46.78780191603595
1131390,5875,-23.69623798612153,-46.78661122107443
1131499,5869,-23.6752188687172,-46.77215835345377
1131529,5850,-23.655848186508187,-46.753966419239376
1131559,5834,-23.66952984179699,-46.755049185267424
1131638,5861,-23.672818885654088,-46.75980281891616
1131799,5891,-23.663310799613352,-46.78904301832187
1131848,5831,-23.67208722453689,-46.74664062906108
1132067,5864,-23.675628625858444,-46.76198409977497
1132388,5804,-23.6483172917075,-46.73174552524676
1132573,5802,-23.66079909769749,-46.72552379003407
1132640,5888,-23.67285946433722,-46.79496372453689
1133369,5867,-23.67262267819595,-46.76950770669112
1159676,6036,-23.559508137402258,-46.77587275540442
1159692,6065,-23.552978667782284,-46.78876388882808
1159700,6083,-23.5432607129957,-46.7775246695713
1159714,6033,-23.562275627243423,-46.77786620774424
1159735,6028,-23.54861380241197,-46.76471317525546
1159743,6045,-23.569732058283808,-46.794309966703146
1159755,6026,-23.54980959867844,-46.76308696751122
1159777,6050,-23.56108266945574,-46.78510372217097
1159786,6097,-23.528128203061986,-46.77680754732808
1159810,6040,-23.57022881903173,-46.78203873576096
1159817,6016,-23.53366928919733,-46.780298393271465
1159821,6018,-23.54001991369947,-46.77765642117263
1159858,6093,-23.53814645424444,-46.781651997219335
1159870,6090,-23.530066660539287,-46.78718498327306
1159888,6086,-23.536075904784,-46.78451070745578
1159912,6013,-23.530135197563727,-46.77720142479202
1159924,6030,-23.561963448642192,-46.76548706519646
1159964,6075,-23.55182946462568,-46.78773577575158
1159978,6053,-23.567394946361183,-46.79295747990047
1160014,6020,-23.53538565178984,-46.76092361691542
1160053,6070,-23.55103301139162,-46.78430381825348
1160142,6080,-23.544421691355613,-46.78839877935824
1160161,6060,-23.552456794881493,-46.78012559033992
1160287,6010,-23.535843212083293,-46.76406620886582
1160420,6056,-23.565986162357948,-46.78504212655093
1160954,6023,-23.54409619233656,-46.76689678195532
1161509,6038,-23.563429288970184,-46.776834047629656
1188996,6160,-23.56267680949066,-46.80937040670384
1189018,6122,-23.545489579231408,-46.798207717035055
1189024,6170,-23.54585713211952,-46.80489027352986
1189037,6162,-23.55775014393556,-46.80815711799397
1189051,6144,-23.56949384569213,-46.8037303756421
1189055,6186,-23.53386853621104,-46.81391517346643
1189077,6150,-23.581716041873264,-46.81487809720846
1189117,6192,-23.527419336689768,-46.79951706425642
1189124,6184,-23.541090517889177,-46.806520500000005
1189134,6180,-23.53751282051502,-46.802685846524746
1189140,6149,-23.585668711350923,-46.81450391286273
1189170,6110,-23.529736487650748,-46.793052245224686
1189175,6126,-23.55001323680969,-46.79182616233078
1189186,6130,-23.557699192596303,-46.79915738395919
1189196,6172,-23.54204599711017,-46.81338237476369
1189215,6152,-23.56521911076391,-46.80795515004952
1189224,6182,-23.5318644676841,-46.81364441909517
1189257,6140,-23.58146817236992,-46.7988778133476
1189274,6124,-23.546423788764656,-46.801176989988015
1189551,6114,-23.532421040994027,-46.79702878957672
1189568,6132,-23.56252661032884,-46.79832374505576
1189641,6120,-23.543879354694507,-46.79098153413357
1189649,6142,-23.57123779294824,-46.79956213725541
1189696,6190,-23.530733634456787,-46.80171451027177
1189788,6154,-23.55920378766813,-46.80348418373821
1189889,6194,-23.52517861143172,-46.80307405995724
1189922,6145,-23.574366,-46.8042525
1190265,6147,-23.5759455644197,-46.80839392743596
1190415,6112,-23.537767924231044,-46.7960720491372
1218921,6210,-23.53249257893793,-46.76495582794104
1218931,6276,-23.474831167458955,-46.771401353473415
1218935,6236,-23.50689076715323,-46.78586646309645
1218957,6226,-23.50902539056533,-46.77749182278458
1218965,6286,-23.507298266732708,-46.77267139333711
1218975,6216,-23.52567350761739,-46.76902195671984
1218993,6298,-23.509894002769958,-46.76214752305371
1218996,6278,-23.48096746594097,-46.78610335705968
1218998,6233,-23.51236148932418,-46.78486267055226
1219014,6230,-23.513743681472377,-46.80485744091285
1219045,6296,-23.522903266720537,-46.7557518290437
1219048,6266,-23.48960523619365,-46.79252124522469
1219073,6253,-23.500210482947537,-46.795514075364906
1219085,6223,-23.51409806160203,-46.77680178890888
1219099,6273,-23.499688721157742,-46.76690136300499
1219125,6263,-23.49345128449413,-46.80460480405675
1219132,6268,-23.502832083530578,-46.78519421885273
1219143,6213,-23.53236399720137,-46.76773272202672
1219173,6293,-23.51370773310217,-46.76080881901822
1219181,6220,-23.51664287858874,-46.7830835646749
1219183,6260,-23.49820950764605,-46.78964941326677
1219189,6280,-23.51101260170821,-46.76163428864908
1219208,6283,-23.5168573377747,-46.770197196975495
1219280,6270,-23.49708886034903,-46.771496572731024
1219285,6250,-23.503140623953,-46.79416267507853
1219324,6246,-23.49994008604073,-46.81177024952385
1219331,6288,-23.5041682625656,-46.76754376256561
1219533,6243,-23.50120698102153,-46.7987711273679
1219638,6290,-23.5186892031566,-46.77405856691081
1220162,6240,-23.503108075768957,-46.80236768082403
1242070,6382,-23.54811119219724,-46.841166759880586
1242078,6342,-23.58361358776967,-46.82348459106787
1242081,6396,-23.53125411605382,-46.8537264746338
1242087,6332,-23.545282500000003,-46.828647
1242092,6385,-23.549127420811832,-46.84347909144322
1242103,6386,-23.53274732599706,-46.847029365764215
1242121,6365,-23.548007803126943,-46.8485750585056
1242145,6395,-23.53001209630836,-46.84894223601885
1242162,6325,-23.533474292941296,-46.83775058563052
1242170,6330,-23.55971076646229,-46.8303535073357
1242192,6310,-23.515829118145916,-46.83639885986718
1242201,6355,-23.55785784071353,-46.86825867057117
1242204,6380,-23.54770711276392,-46.83422886223403
1242208,6333,-23.560334069182986,-46.8336991427025
1242231,6331,-23.542083660447123,-46.83143328168663
1242234,6343,-23.572164204757414,-46.833147883565005
1242243,6317,-23.5259011954249,-46.84502074190641
1242253,6315,-23.52730267158435,-46.83872492787823
1242259,6320,-23.52021140574761,-46.83725321364287
1242261,6326,-23.52809481546557,-46.8272377094224
1242273,6321,-23.54219770373341,-46.82758557331966
1242317,6390,-23.539218941614852,-46.84530489379081
1242341,6362,-23.55117864806671,-46.83780800807718
1242399,6361,-23.543716852784645,-46.856436747034856
1242408,6341,-23.57241932843741,-46.81653106742156
1242511,6327,-23.53486864893617,-46.82116434932043
1242571,6311,-23.5215728152839,-46.8470896586926
1242595,6364,-23.564036173949223,-46.843152493995085
1242720,6381,-23.54833767344497,-46.84135989135912
1242731,6322,-23.527097594125784,-46.831472720216745
1242851,6360,-23.55679024166568,-46.83965446535143
1242972,6335,-23.55579745357485,-46.83153865675117
1243010,6363,-23.56716817102832,-46.84068837436224
1243032,6340,-23.56573882697004,-46.82322005984521
1243037,6350,-23.57649909972964,-46.85922428347167
1243050,6397,-23.53112815358786,-46.86075517677384
1243434,6329,-23.543018464281857,-46.82382469075819
1243504,6394,-23.525210572335656,-46.8574851658444
1243661,6328,-23.55530825212225,-46.85588504889215
1243906,6351,-23.57327904802065,-46.8627318839254
1248865,6334,-23.544435450486997,-46.830051945473365
1260268,6387,-23.55134994036523,-46.83514188734528
1278880,6455,-23.50247657869377,-46.85563438418507
1278893,6428,-23.496147234669607,-46.96217289811124
1278896,6449,-23.5427504782077,-46.86625768361591
1278906,6472,-23.48430859074361,-46.84897173739372
1278915,6454,-23.49317067158778,-46.847466200289865
1278959,6414,-23.495901469908656,-46.87468669635919
1279033,6401,-23.50924262107987,-46.88666937892011
1279048,6402,-23.508473315910926,-46.879738398736976
1279051,6412,-23.50300164920803,-46.88036874575939
1279060,6448,-23.54540501344919,-46.877269420164986
1279061,6453,-23.496512330315728,-46.85319907277732
1279071,6413,-23.4829988317525,-46.87868868462821
1279079,6417,-23.487311171336483,-46.88600566361078
1279085,6407,-23.500582512485654,-46.89233398345806
1279090,6462,-23.483826206996675,-46.8044683128608
1279103,6433,-23.53163248852317,-46.88560266531674
1279160,6460,-23.50445927126197,-46.84497058265231
1279187,6423,-23.496409640874635,-46.90376882988474
1279189,6447,-23.54787985761916,-46.88417090735773
1279205,6420,-23.507324736473898,-46.88916151453831
1279217,6458,-23.494709724651205,-46.8159959010025
1279301,6422,-23.518515212070696,-46.89450998264022
1279558,6436,-23.53994293192069,-46.88676604933411
1279648,6465,-23.507407290616538,-46.84703285302898
1279674,6470,-23.497234203764677,-46.8592171116581
1279768,6404,-23.50682727840872,-46.87255898428397
1279791,6440,-23.5105249691296,-46.86104614786531
1279858,6421,-23.50956701819199,-46.89803072157397
1279875,6416,-23.48757912274412,-46.89556419738859
1280021,6437,-23.5420009843073,-46.88815006992992
1280416,6473,-23.4815270104764,-46.86658899220148
1280510,6410,-23.4999231865502,-46.86532587216816
1280526,6474,-23.491009097302378,-46.85001991487858
1280596,6409,-23.491756697843805,-46.89634269921673
1281001,6429,-23.491791912543025,-46.94733309700014
1281128,6411,-23.503268675109176,-46.87545255898674
1281136,6471,-23.485965600458005,-46.853572644994976
1281222,6435,-23.52735457368866,-46.88567388149708
1281361,6406,-23.50193224621361,-46.88748451088527
1281385,6408,-23.49659238050181,-46.88637607486702
1281581,6415,-23.49105038611275,-46.88955177094367
1282559,6445,-23.530168828724,-46.86460277776005
1282788,6434,-23.53558353710553,-46.88310044870239
1283574,6443,-23.545812876609087,-46.86502869248949
1284025,6463,-23.505089673519063,-46.809600405339054
1287167,6419,-23.475866148343336,-46.88521871906254
1290236,6418,-23.482917000000004,-46.88653108315505
1359704,6532,-23.439234768988943,-46.89947341821175
1359706,6542,-23.47954358443588,-46.864162608362506
1359718,6550,-23.4147842109558,-46.9744489453111
1359746,6501,-23.440368006116845,-46.92494320760001
1359747,6540,-23.45999953873564,-46.879733658501294
1359763,6541,-23.463713095897067,-46.87010195618704
1359768,6502,-23.450970467943904,-46.92624839578164
1359772,6535,-23.42685192423104,-46.85164034471118
1359783,6543,-23.45958665954217,-46.81783648621917
1359813,6544,-23.463669949766263,-46.867870523601965
1359853,6513,-23.466737282854947,-46.90460432628395
1359944,6519,-23.49413311227142,-46.97080924393411
1359949,6530,-23.41153707689413,-46.87870290911184
1359989,6515,-23.47612082653356,-46.89640352164008
1360370,6516,-23.479792606440068,-46.89058144310116
1360386,6537,-23.425218648775207,-46.826112801010886
1360489,6503,-23.45808668137229,-46.9312245416354
1360541,6528,-23.40706624646544,-46.89669664377628
1360552,6506,-23.419753962259747,-46.95925190896761
1360639,6539,-23.467741734270515,-46.87766497864536
1360654,6529,-23.40576223477876,-46.87360663812117
1361307,6523,-23.494476688037395,-47.00484919845341
1361370,6509,-23.452001502791397,-46.93878418754375
1361471,6526,-23.425262099277223,-46.92677819317873
1362672,6505,-23.409419756065187,-46.943437379784754
1363060,6531,-23.415240048848744,-46.88396382416762
1363204,6533,-23.42303512236423,-46.87495501153354
1368138,6504,-23.43983780322003,-46.93389051734091
1390945,6626,-23.54573019633161,-46.91596156272515
1390950,6656,-23.55266738040897,-46.9176766002288
1390965,6624,-23.54491726524064,-46.909179399440994
1390978,6636,-23.55566231638577,-46.89595792306139
1390980,6653,-23.547864497191817,-46.92542765190682
1390991,6654,-23.538289102900915,-46.9265911416677
1391011,6680,-23.533790389172555,-46.915877230730494
1391018,6655,-23.55598641767845,-46.91197686352571
1391028,6622,-23.551050344797275,-46.90425505423155
1391038,6663,-23.56337220714669,-46.93710104735605
1391070,6642,-23.55715469123798,-46.87292061373248
1391081,6620,-23.54213403659237,-46.89181101896085
1391083,6600,-23.532465887291032,-46.90341559813994
1391100,6665,-23.5547656072746,-46.94943508267261
1391112,6695,-23.525659379599325,-46.96457582591174
1391129,6608,-23.533086829728973,-46.91513131493639
1391197,6657,-23.56088285204362,-46.92572026491965
1391224,6660,-23.55104059405434,-46.95472173141409
1391253,6606,-23.531476079445984,-46.90740942248553
1391327,6693,-23.541701708637145,-46.93834484362289
1391722,6604,-23.53965499040152,-46.90405595391511
1391730,6616,-23.5280428077842,-46.910864071258345
1391856,6612,-23.522154510663704,-46.92328877719638
1391895,6670,-23.583051716675406,-46.97104081373576
1391944,6690,-23.52540841061696,-46.95199135524094
1392078,6694,-23.536045654850117,-46.94279597843593
1392307,6618,-23.523662399900104,-46.90050861314917
1392328,6683,-23.54803006558117,-46.92089781038085
1392398,6696,-23.52675976321213,-46.94317674153119
1392399,6602,-23.53266349887183,-46.89603986384248
1392457,6634,-23.55933678143786,-46.90478111014794
1394115,6675,-23.545878332448808,-46.97058652285942
1396585,6630,-23.556253381296266,-46.88908211526454
1403982,6631,-23.54713909235776,-46.90508483322266
1418663,6716,-23.60522961818243,-46.90761789965579
1418679,6756,-23.606386840958358,-46.76874080680691
1418691,6755,-23.599803598747204,-46.76730516108957
1418698,6730,-23.659233203083232,-46.99692810611056
1418741,6763,-23.60978638462481,-46.75740105595065
1418781,6706,-23.57781537829649,-46.87143325145709
1418784,6705,-23.59181277854835,-46.880646415247824
1418814,6775,-23.638223126839392,-46.801967395781645
1418829,6785,-23.631791720785976,-46.80447093588782
1418839,6700,-23.618364275958324,-46.94004136202083
1418877,6786,-23.62213118007229,-46.80837838505422
1418885,6765,-23.623297507355577,-46.769556898983055
1418926,6773,-23.6393961232311,-46.79127816548621
1418934,6719,-23.624444263700656,-46.94883555820426
1418951,6704,-23.566410360148463,-46.92207458901101
1418960,6754,-23.605236000000005,-46.762163999999984
1418964,6727,-23.677093306465256,-47.02318103367326
1418972,6712,-23.60539363157747,-46.848237089039166
1418990,6725,-23.68679323628961,-47.02210605008242
1418998,6783,-23.629611017485143,-46.78773145475794
1419011,6711,-23.6150603215516,-46.837480828765536
1419083,6764,-23.612294462020333,-46.76578686529368
1419154,6766,-23.62527254443769,-46.77949146270542
1419169,6713,-23.615928708516527,-46.84997839900814
1419361,6710,-23.60216311173847,-46.82371615806562
1419459,6770,-23.63662620516105,-46.7894501995806
1419482,6703,-23.59398471189917,-46.91059123022104
1419592,6717,-23.6051651312828,-46.92504614654623
1419598,6709,-23.586602699694154,-46.81808313197529
1419766,6794,-23.61788568928644,-46.80614192140317
1419801,6708,-23.58516238605811,-46.8418149476888
